comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
986,Company,Section 12,2024-06-29,Stock account action record fly although very team five growth truth. This change is beneficial and should be welcomed.,Positive,stock account action record fly although team five growth truth change beneficial welcomed,POSITIVE
987,Individual,Section 10,2024-09-11,Make never address actually gun physical feel form. This change is beneficial and should be welcomed.,Positive,make never address actually gun physical feel form change beneficial welcomed,POSITIVE
988,Lawyer,Clause 9,2024-03-18,Believe management pass investment foreign box voice author perhaps voice direction. It has both advantages and drawbacks depending on context.,Neutral,believe management pass investment foreign box voice author perhaps voice direction advantages drawbacks depending context,NEGATIVE
989,Regulator,Section 13,2024-01-02,Possible southern interesting value table choice type happy grow century American involve short into. This change is beneficial and should be welcomed.,Positive,possible southern interesting value table choice type happy grow century american involve short change beneficial welcomed,POSITIVE
990,Lawyer,Clause 5,2024-08-09,Note theory everybody cell hard let produce yourself rise current less her day. This clause will create difficulties and must be reconsidered.,Negative,note theory everybody cell hard let produce rise current less day clause create difficulties must reconsidered,NEGATIVE
991,Auditor,Section 3,2024-07-01,Participant personal store writer difference question level understand soon southern realize meeting best guess minute. This clause will create difficulties and must be reconsidered.,Negative,participant personal store writer difference question level understand soon southern realize meeting best guess minute clause create difficulties must reconsidered,NEGATIVE
992,NGO,Clause 9,2024-10-10,Field finish make record billion woman peace happen keep today. It has both advantages and drawbacks depending on context.,Neutral,field finish make record billion woman peace happen keep today advantages drawbacks depending context,NEGATIVE
993,Lawyer,Clause 9,2024-04-02,Country walk theory lot skill those order onto others wear toward standard crime. It has both advantages and drawbacks depending on context.,Neutral,country walk theory lot skill order onto others wear toward standard crime advantages drawbacks depending context,NEGATIVE
994,Regulator,Section 3,2024-08-24,Recognize well perform generation available kitchen will future newspaper. It has both advantages and drawbacks depending on context.,Neutral,recognize well perform generation available kitchen future newspaper advantages drawbacks depending context,POSITIVE
995,Auditor,Section 10,2024-08-30,Particularly capital over population official behind despite. This change is beneficial and should be welcomed.,Positive,particularly capital population official behind despite change beneficial welcomed,POSITIVE
996,Consultant,Clause 8,2024-08-11,News behind young wear watch expert kind dark. This clause will create difficulties and must be reconsidered.,Negative,news behind young wear watch expert kind dark clause create difficulties must reconsidered,NEGATIVE
997,Consultant,Section 12,2024-07-24,Heavy receive full crime sign use share onto tell push TV. It has both advantages and drawbacks depending on context.,Neutral,heavy receive full crime sign use share onto tell push tv advantages drawbacks depending context,NEGATIVE
998,Consultant,Overall Draft,2024-10-10,Probably building spend whole just former rock less power. This clause will create difficulties and must be reconsidered.,Negative,probably building spend whole former rock less power clause create difficulties must reconsidered,NEGATIVE
999,Lawyer,Section 19,2024-10-22,Girl may animal window market then suddenly should. It has both advantages and drawbacks depending on context.,Neutral,girl may animal window market suddenly advantages drawbacks depending context,NEGATIVE
1000,Company,Section 6,2024-10-17,Must theory factor environmental kitchen deep follow career whatever note blood really until. It has both advantages and drawbacks depending on context.,Neutral,must theory factor environmental kitchen deep follow career whatever note blood really advantages drawbacks depending context,NEGATIVE
